agency_id,category_major,category_minor,region,department_name,address,phone,url,target_audience,is_user_facing,valid_from,valid_to,source_document,source_page,last_verified_at,agency_type,sido,sigungu,eupmyeondong,road_address,latitude,longitude,geocode_method,geocoded_at,operating_hours,is_active,source_url
6d6a3ad0-012e-494c-8c43-3659f6b0f7c5,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,진천,진천군가족센터,"진천군 진천읍 남산10길 29, 복합커뮤니티센터 2층",043-537-5431,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
2f83e822-7372-4c08-8f7b-efb65f7125fb,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,괴산,괴산군가족센터,괴산군 괴산읍 금산길 3,043-834-1078,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
33cbb7df-9f71-444d-aec9-2cab5c530aa1,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,음성,음성군가족센터(본소),음성군 음성읍 음성천서길 103(본소),043-873-8731,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
046e001a-6351-4f93-af27-3a7369126db6,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,음성,음성군가족센터(금왕분소),음성군 금왕읍 대금로1277번길 21(금왕분소),043-873-8732,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
79e80554-5cd1-44c1-b17f-8f94ab4cb5bc,FOREIGN_RESIDENT_SETTLEMENT,MULTICULTURAL_FAMILY_CENTER,단양,단양군가족센터,"단양군 단양읍 별곡12길 5, 여성발전센터 2층",043-421-6200,,MARRIAGE_MIGRANT_FAMILY,false,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
ea50b8c7-e68b-48b1-9bac-ff7d1e146c73,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,청주,청주시외국인주민지원센터,청주시 흥덕구 봉명로 163(봉명동),043-262-0977,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
0c74e9a8-5550-425d-a131-1e4df0c14c71,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,청주,이주민노동인권센터,청주시 청원구 율량북로 183(율량동),043-215-6253,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
7df3ce52-bbb8-483b-a783-7b3b8f2169ec,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,제천,재외동포지원센터,"제천시 대학로 316, 대원대학교(신월동)",043-649-3372,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
252c0b89-69b7-43bb-9fbb-8f0326d5d94e,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,충주,충주외국인근로자지원센터,충주시 예성로 195(교현동),043-848-0852,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
56bcdfae-e2d8-47e7-ad0e-2e0336cd13b8,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,진천,충북외국인노동자지원센터,진천군 진천읍 원덕로 390,043-534-6009,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
5572b0a9-2b7f-44ff-a67b-efb4ad1e6210,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,음성,음성군외국인지원센터,음성군 금왕읍 금석로 71,043-883-6727,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
ed5b7df3-611f-45cc-8a72-01113f44e2c0,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,음성,음성군외국인근로자상담지원센터,"음성군 음성읍 수정로 42, 3층",043-872-1171,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
4409122a-8733-4799-9c04-032aa955d5f0,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,음성,소피아외국인센터,"음성군 금왕읍 금석로 87, 2층",070-7443-0949,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
707c5504-79be-4255-8405-2b93fe23d5d4,FOREIGN_RESIDENT_SETTLEMENT,FOREIGN_SUPPORT_CENTER,음성,음성군외국인노동자지원센터,"음성군 대소면 오태로 57-16, 3층",0507-1376-2707,,FOREIGN_WORKER,true,2026-01-01,2026-12-31,충청북도_외국인정책_지원사업_안내_2026.pdf p.21,21,2026-08-11,,,,,,,,,,,true,
