document_requirement_id,stage_id,document_name,document_category,filled_by,submitted_by,submission_target,signer,requirement_status,alternative_group,condition_note,display_order,valid_from,valid_to,source_document_id,source_page,last_verified_at,notes
a3d97a80-f2ad-442d-a65b-3a99f1a1ac94,532681ef-6e33-44eb-ab4d-62af6b42c3fe,송금확인증,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,투자자금 도입 입증,19,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 c50f33aa-424f-51db-a21d-70847940d29e 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
4b324656-b442-440b-b03f-81578fe0312d,532681ef-6e33-44eb-ab4d-62af6b42c3fe,외국환 매입증명서,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,투자자금 도입 입증,20,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 97b1b229-e766-5110-86cf-91fbf3ab9e1e 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
4868232c-39c5-49d9-a089-ce35970a8ce7,532681ef-6e33-44eb-ab4d-62af6b42c3fe,세관신고서,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,투자자금 도입 입증,21,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 fc764466-36a3-57a7-9d88-22ee70a0050f 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
83fe0321-5c97-444e-b83b-5522c67cb336,532681ef-6e33-44eb-ab4d-62af6b42c3fe,자본금 사용내역 입증서류,OTHER,해당 서류 작성·발급 주체,창업 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,CONDITIONAL,,"영수증, 인테리어 비용, 국내은행 계좌 입출금 내역 등",22,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 fc9e2d40-8f4b-5cee-8ba0-d814c08565fa 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
5415a704-371e-455b-ab62-1d06d4dae169,532681ef-6e33-44eb-ab4d-62af6b42c3fe,사업자등록증 사본,EMPLOYMENT,해당 서류 작성·발급 주체,고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,23,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 0fe0d7b8-7acf-540e-9840-06d84480320a 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
414730cf-6b6d-4e63-be3e-591e9d4b596a,532681ef-6e33-44eb-ab4d-62af6b42c3fe,국세 납세증명서,EMPLOYMENT,해당 서류 작성·발급 주체,고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,24,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 80d010e3-7937-5b72-bcd6-218c799ad3f1 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
b87eb278-ce10-419f-a872-82ae72b8584f,532681ef-6e33-44eb-ab4d-62af6b42c3fe,지방세 납세증명서,EMPLOYMENT,해당 서류 작성·발급 주체,고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,원문 오탈자 '증며서'를 '증명서'로 정규화,25,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 d32e8997-0c23-5db4-ad5f-1434d53501bd 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
776ff863-0230-492e-97f5-ea1dd5efce0a,532681ef-6e33-44eb-ab4d-62af6b42c3fe,4대 보험 가입자 명부,EMPLOYMENT,해당 서류 작성·발급 주체,고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,26,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 bf9fe3cb-c681-5902-8060-2b677fa34bd0 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
13761447-e924-4821-a999-6a7b4ceeeb8e,532681ef-6e33-44eb-ab4d-62af6b42c3fe,고용보험 가입자 명부,EMPLOYMENT,해당 서류 작성·발급 주체,고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,REQUIRED,,,27,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 c4ab8a1f-46b5-530c-84ba-6ae3a1a616d9 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
74d649df-7e93-4767-b297-622227a12b53,532681ef-6e33-44eb-ab4d-62af6b42c3fe,중소기업(소상공인) 확인서,EMPLOYMENT,해당 서류 작성·발급 주체,특례 신청 고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,EXCEPTION_ENTITY_TYPE,소상공인인 경우,28,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 a8c58178-2877-5fed-a0ad-9714dd0783d3 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
3dab1bf8-ba25-4af6-9605-6bd3849079cb,532681ef-6e33-44eb-ab4d-62af6b42c3fe,농업법인 설립신고확인증,EMPLOYMENT,해당 서류 작성·발급 주체,특례 신청 고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,EXCEPTION_ENTITY_TYPE,농업법인인 경우,29,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 5e1a015b-2159-584a-b70b-cb911fb7c148 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
cd1d2c50-feed-479c-b811-5773fb010f30,532681ef-6e33-44eb-ab4d-62af6b42c3fe,부가가치세 과세표준 증명,INCOME,해당 서류 작성·발급 주체,특례 신청 고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,SALES_PROOF,특례 신청 시 과세·면세 유형에 맞는 매출 입증서류 중 제출; 원문 '등'에 따라 목록은 비폐쇄,30,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 c7cfdda0-831e-53b2-a6ac-4058bf35f2a2 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
3751de40-5ee8-4c2d-90c1-afbe8615b2ae,532681ef-6e33-44eb-ab4d-62af6b42c3fe,면세사업자 수입금액증명,INCOME,해당 서류 작성·발급 주체,특례 신청 고용기업,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,SALES_PROOF,특례 신청 시 과세·면세 유형에 맞는 매출 입증서류 중 제출; 원문 '등'에 따라 목록은 비폐쇄,31,2026-05-18,2027-12-31,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 9e4c60f1-17f3-52cc-b41e-681a1b0991b7 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
7c37cc2e-99d2-49dd-90f2-a889e27ed016,532681ef-6e33-44eb-ab4d-62af6b42c3fe,사회통합프로그램 3단계 이상 이수증,OTHER,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,LANGUAGE_PROOF,기본소양 입증서류 3종 중 택1; 별도 유효기간이 있으면 신청일 당시 유효해야 함,32,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 3fc4927a-dfa3-5913-8a82-518d22ebbaf5 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
0be54517-ec4a-422d-8b1f-27a76f3a24f5,532681ef-6e33-44eb-ab4d-62af6b42c3fe,사회통합프로그램 사전평가 4단계 이상 배정 확인서,OTHER,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,LANGUAGE_PROOF,기본소양 입증서류 3종 중 택1; 별도 유효기간이 있으면 신청일 당시 유효해야 함,33,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 668ec551-742d-5f74-95ce-d7b50dd532a6 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
ab7bc4d5-8acf-490e-8ce1-454d3ad9550e,532681ef-6e33-44eb-ab4d-62af6b42c3fe,TOPIK 3급 이상 성적증명서,OTHER,해당 서류 작성·발급 주체,외국인 신청자,시·군 지역특화비자 담당부서,해당 서류 작성·발급 주체,ALTERNATIVE,LANGUAGE_PROOF,기본소양 입증서류 3종 중 택1; 별도 유효기간이 있으면 신청일 당시 유효해야 함,34,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 c72eb500-fc10-5ab1-bca4-77d94ffec58c 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
f44fb09e-7b83-47fb-a666-3a7e4b496ea0,532681ef-6e33-44eb-ab4d-62af6b42c3fe,확약서,OTHER,외국인 신청자,외국인 신청자,시·군 지역특화비자 담당부서,외국인 신청자,REQUIRED,,,35,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 5071d2d4-25ff-51b1-95d8-0b0b834819f1 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
0ce98dc7-a02a-4878-ae64-a3c352ea41ec,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,법무부 통합신청서,APPLICATION,외국인 신청자,외국인 신청자,관할 출입국·외국인관서,외국인 신청자,REQUIRED,,,40,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 13690217-a661-5c52-b950-94378ecd86e8 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
6d117784-eff8-4223-a2c2-e041e7ef174b,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,여권,IDENTITY,해당 서류 작성·발급 주체,외국인 신청자,관할 출입국·외국인관서,해당 서류 작성·발급 주체,REQUIRED,,,41,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 2c580977-3910-5d4d-9e9e-9e3b7a960ee9 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
ba9670c2-d48e-44d2-8f54-79c5dd6b52b6,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,사진,IDENTITY,해당 서류 작성·발급 주체,외국인 신청자,관할 출입국·외국인관서,해당 서류 작성·발급 주체,REQUIRED,,,42,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 a3c9a5e1-71f6-5c9a-b38e-a1a15465eb55 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
d812cee7-8087-4ad8-ace7-c62f29663dd1,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,외국인등록증,IDENTITY,해당 서류 작성·발급 주체,외국인 신청자,관할 출입국·외국인관서,해당 서류 작성·발급 주체,REQUIRED,,,43,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 2bd2f562-9f13-501c-b4e6-941830cabe64 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
cb590ea3-0821-428a-b81e-017ddf6626b8,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,시·군 제출서류 일체,OTHER,해당 없음(서류 묶음),외국인 신청자,관할 출입국·외국인관서,해당 없음(서류 묶음),REQUIRED,,지자체와 출입국·외국인관서에 동일 서류 제출,44,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 e8d9e3f9-fdbe-5733-a035-3abd4c605ae4 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
c05e60c1-e9b5-46cd-81bf-d54ea2907c4c,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,지자체 추천서,RECOMMENDATION,해당 지방자치단체,외국인 신청자,관할 출입국·외국인관서,지방자치단체장,REQUIRED,,,45,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 d3619df1-8902-591a-a39d-a39b286f5cda 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
0ab861f8-438a-43cd-9919-e9deec9f52b6,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,해외범죄경력증명서,OTHER,해당 서류 작성·발급 주체,외국인 신청자,관할 출입국·외국인관서,해당 서류 작성·발급 주체,REQUIRED,,국적국 발급 공적 문서; 사전 준비 권장,46,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 04401245-45ac-50f8-8f6e-0252d3416e40 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
19848598-8e10-4c93-8276-a24d980a7751,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,가족관계입증서류,FAMILY,해당 서류 작성·발급 주체,외국인 신청자,관할 출입국·외국인관서,해당 서류 작성·발급 주체,REQUIRED,,,47,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 21996256-fcfe-55b7-8485-4c6b9ea378fd 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
e34c3350-d7ef-4413-b05f-32658c9c2dd7,2d90b0c2-4775-4a55-b4cf-eefcadafb05a,수령증,OTHER,외국인 신청자,외국인 신청자,관할 출입국·외국인관서,외국인 신청자,REQUIRED,,,48,2026-08-03,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,9,2026-08-25,A_F-2-R visa_required_documents 원천 3da35a1f-42d2-587a-88b8-81023c6ec2a9 1:1 변환. 공고문 17차 제출서류 목록의 명시된 항목만 보존함.
