criteria_id,group_id,criteria_name,field_identifier,criteria_type,evaluation_mode,operator,value_numeric,value_text,unit,measurement_window_value,measurement_window_unit,special_case_note,display_order,valid_from,valid_to,source_document_id,source_page,last_verified_at
77cb0950-b8ae-4fe4-a68e-c7813c0d32b3,245f646c-0b01-41dc-a507-9954f5837fa7,창업 설립방식,entrepreneurship.establishment_type,LIST,AUTOMATED,IN,,"[""foreign_invested_company_or_eligible_sole_proprietor""]",,,,,63,2025-03-07,2026-09-18,2c892d50-7de9-431f-95f7-c02c7b2a7d76,5,2026-08-25
d7958d0a-6990-42c9-9adf-8c296e964690,5b7df590-72e9-4771-9e57-c6eeb23204a0,기존 체류자격 2년 이상,applicant.prior_status_residency_years,NUMERIC,AUTOMATED,GTE,2,최근 10년간 E-9/E-10/H-2 자격으로 2년 이상 체류한 現 등록외국인으로 현재 근무처에서 합법적으로 근로 중인 자,YEAR,10,YEAR,"본 요건(추천대상 기본자격). REQ-022는 이 요건 충족해도 배제되는 제외조건(AND NOT, e74r_applicant_status 직속), REQ-023은 본 요건과 별개로 허용되는 대체 경로(OR) — 4행이 단순 OR 묶음이 아니므로 condition_operator는 v1에서 비워둠. [각주 병합: REQ-021] ※ 3개 체류자격 간 과거 및 현재 합법적 체류 기간 합산 가능 — REQ-020 '2년 이상 체류' 산정방법에 대한 보충설명, 별도 조건 아님.",0,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
9992cdb1-92c6-4afc-89b6-e0396b4490fe,5b7df590-72e9-4771-9e57-c6eeb23204a0,인구감소지역 특례 경로,,EXISTENCE,MANUAL,,,"(인구감소지역 특례) 예정 근무처가 인구감소지역일 경우 해당 체류자격(E-9, E-10, H-2)을 가지고 구직 중이거나 직전 체류자격이 숙련기능인력(E-7-4, E-7-4R)인 구직(D-10) 자격 소지자도 허용",,,,REQ-020(본요건)과 별개로 허용되는 대체 경로 — 원문 '~도 허용'으로 볼 때 본요건 미충족이어도 이 특례 충족 시 인정(OR 성격). 인구감소지역 소재 여부·구직 상태 등 재량판단 요소가 있어 MANUAL.,1,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
17ae7c3f-3897-455e-b679-d22a8d5a16df,3f6a4fcf-342c-4676-8882-0efe3d22bbeb,최근 5년 지역특화비자·동반가족 이력 배제,applicant.recent_regional_visa_or_dependent_status,EXISTENCE,AUTOMATED,NOT_EXISTS,,최근 5년 이내 지역특화형 비자 및 동반가족 체류자격으로 체류한 적이 있는 경우 대상에서 제외,,5,YEAR,"REQ-020(본요건) 충족자라도 이 사유에 해당하면 배제되는 제외조건(AND NOT 관계) — F-2-R employer 그룹의 NOT_EXISTS 계열 결격조건 표현 패턴과 동일. e74r_applicant_status_paths(OR) 그룹 밖, applicant_status 직속으로 배치.",1,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
38715576-8ac6-41a8-85ee-c93c9ffa2473,8578f3eb-9793-489b-a46b-ab2e2a0e76e6,벌금 300만원 이상,applicant.criminal_record.fine_amount_manwon_recent10y,NUMERIC,AUTOMATED,GTE,300,벌금 300만 원 이상의 형을 받은 자(①),만원,10,YEAR,"각주 '①,③,④는 최근 10년 이내 사항만 해당' 반영 — v1에서 조각 행(REQ-030~033) 병합함.",0,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
9bf2cba3-11fe-48ff-a892-a19a82d0faf6,8578f3eb-9793-489b-a46b-ab2e2a0e76e6,조세 체납,applicant.tax_delinquency_status,EXISTENCE,AUTOMATED,NOT_EXISTS,,조세 체납자(완납 시 신청 가능)(②),,,,완납 시 신청 가능 — 체납 상태가 아니어야 함(NOT_EXISTS).,1,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
db2f0d99-c93f-4fb0-9e47-f29d2650f308,8578f3eb-9793-489b-a46b-ab2e2a0e76e6,출입국관리법 4회 이상 위반,applicant.immigration_act_violation_count_recent10y,NUMERIC,AUTOMATED,GTE,4,출입국관리법 4회 이상 위반자(③),회,10,YEAR,"각주 '①,③,④는 최근 10년 이내 사항만 해당' 반영 — v1에서 조각 행(REQ-030~033) 병합함.",2,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
ff188ac8-8138-4e39-9ce3-551d3072e865,8578f3eb-9793-489b-a46b-ab2e2a0e76e6,불법체류 3개월 이상,applicant.illegal_stay_months_recent10y,NUMERIC,AUTOMATED,GTE,3,불법체류 경력 3개월 이상자(④),개월,10,YEAR,"각주 '①,③,④는 최근 10년 이내 사항만 해당' 반영 — v1에서 조각 행(REQ-030~033) 병합함.",3,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
b79d010b-91dc-437b-bca6-b805d54a761c,8578f3eb-9793-489b-a46b-ab2e2a0e76e6,공공안전 위해 우려,,EXISTENCE,MANUAL,,,대한민국의 이익이나 공공의 안전 등을 해치는 행동을 할 염려가 있다고 인정할 만한 자(⑤),,,,"'~인정할 만한 자' — 재량판단, 계산 가능한 필드 없음. F-4-R 결격사유(제한기준) MANUAL 분류와 동일 논리.",4,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
15afd115-e7f0-4817-984f-a00277a0f1d7,8578f3eb-9793-489b-a46b-ab2e2a0e76e6,사회질서 위해 우려,,EXISTENCE,MANUAL,,,경제질서 또는 사회질서를 해치거나 선량한 풍속 등을 해치는 행동을 할 염려가 있다고 인정할 만한 자(⑥),,,,"'~인정할 만한 자' — 재량판단, 계산 가능한 필드 없음. F-4-R 결격사유(제한기준) MANUAL 분류와 동일 논리.",5,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,2,2026-08-25
5b0dc472-10b6-456a-b8c3-e915ee94dfd5,20fb04be-6cbd-4b40-9af3-09fc1265e50e,현재 E-9/E-10/H-2 1명 이상 고용,employer.foreign_worker_count_e9_e10_h2,NUMERIC,AUTOMATED,GTE,1,"(대상 사업장) 현재 비전문취업(E-9), 선원취업(E-10), 방문취업(H-2) 체류자격을 가진 외국인을 1명 이상 정상적으로 고용하고 있는 기존 숙련기능점수제 적용 사업장",명,,,"[각주 병합: REQ-094] 대상 업종: 뿌리산업체, 농림축산어업체, 일반제조업체, 건설업체 및 내항정기여객(화물) 운송사업체 — REQ-093이 말하는 '기존 사업장'의 업종 열거.",0,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
97929f68-4234-4893-81fb-c6ad56784a9b,134599d2-5738-4f11-b823-152291504734,고용가능인원 구간표 1~5명,,NUMERIC,INFORMATIONAL,,3,내국인 고용인원 1명~5명 이하 → 최대 고용 가능인원(E-7-4R) 3명,명,,,내국인 고용인원 구간표를 구간별로 분리함(v1 복합 조건 개별 행 분리 원칙). 사업장 단위 정원 산정 참고자료.,0,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
9ce773b0-9c3b-488b-be39-52052439831e,134599d2-5738-4f11-b823-152291504734,고용가능인원 구간표 6~50명,,NUMERIC,INFORMATIONAL,,50,내국인 고용인원 6명 이상 50명 이하 → 최대 고용 가능인원(E-7-4R) = 내국인 고용 인원의 50%,%(내국인 고용인원 대비),,,내국인 고용인원 구간표를 구간별로 분리함(v1 복합 조건 개별 행 분리 원칙). 사업장 단위 정원 산정 참고자료.,1,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
76a211b2-d4ea-4d24-a097-3b8d59196d32,134599d2-5738-4f11-b823-152291504734,고용가능인원 구간표 51~100명,,TEXT,INFORMATIONAL,,,내국인 고용인원 51명 이상 100명 이하 → 최대 고용 가능인원(E-7-4R) = 내국인 고용 인원의 50% 내 최대 35명,,,,값이 '내국인 고용 인원의 50% 내 최대 35명'처럼 수식+상한이 섞여 단일 숫자로 못 담음 — value_text에 원문 그대로 넣고 criteria_type=TEXT. 내국인 고용인원 구간표를 구간별로 분리함(v1 복합 조건 개별 행 분리 원칙).,2,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
b079de33-28e5-4cbe-b158-11c5a9889d19,134599d2-5738-4f11-b823-152291504734,고용가능인원 구간표 101~150명,,NUMERIC,INFORMATIONAL,,40,내국인 고용인원 101명 이상 150명 이하 → 최대 고용 가능인원(E-7-4R) 40명,명,,,내국인 고용인원 구간표를 구간별로 분리함(v1 복합 조건 개별 행 분리 원칙). 사업장 단위 정원 산정 참고자료.,3,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
543a048f-a792-435b-8bf9-408daca8f1b4,134599d2-5738-4f11-b823-152291504734,고용가능인원 구간표 151명 이상,,NUMERIC,INFORMATIONAL,,50,내국인 고용인원 151명 이상 → 최대 고용 가능인원(E-7-4R) 50명,명,,,내국인 고용인원 구간표를 구간별로 분리함(v1 복합 조건 개별 행 분리 원칙). 사업장 단위 정원 산정 참고자료.,4,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
a4df5c6d-7588-4654-adab-4181b0b36b83,134599d2-5738-4f11-b823-152291504734,고용가능인원 산정기준(기본규칙),,TEXT,INFORMATIONAL,,,(고용 가능 인원 산정 기준) — 아래 REQ-098(계산식)·REQ-099~102(업종별 특례)의 상위 섹션 제목.,,,,[각주 병합: REQ-096] '내국인' 정의: 최저임금을 충족하는 3개월 이상 고용보험에 가입된 인원 — 구간표 기본규칙에 대한 정의 각주.,5,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
8ce908e2-1df2-41c5-aa4d-f799a5ca4ac8,134599d2-5738-4f11-b823-152291504734,고용가능인원 산정기준(기본규칙 계산식),,TEXT,INFORMATIONAL,,,"고용 가능 인원 계산 값의 소수점 이하는 올림하며, 숙련기능인력(E-7-4)와 지역특화형 숙련기능인력(E-7-4R)은 합산하여 고용인원으로 산정하고 다른 체류자격의 외국인은 제외",,,,기본 계산규칙(E-7-4/E-7-4R 합산 산정). REQ-099~100(건설업 특례)이 이 규칙의 업종별 대체 계산방식.,6,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
e30b9b6d-7bb9-4e1f-92ac-033d149075b7,134599d2-5738-4f11-b823-152291504734,건설업 특례 계산방식,,TEXT,INFORMATIONAL,,,"건설업은 '시공능력평가액×0.4(1억당 0.4명 고용, 소수점 이하는 올림)' 내에서 고용 가능",,,,건설업 대상 계산방식 특례 — REQ-098(기본 계산규칙)의 업종별 대체 규정. REQ-100은 이 특례의 세부 선택옵션.,7,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
80026db1-a932-4472-ad37-24969b3840b1,134599d2-5738-4f11-b823-152291504734,건설업 특례 선택옵션,,TEXT,INFORMATIONAL,,,시공능력평가액과 연평균 공사금액 중 업체에 유리한 기준 적용 가능,,,,REQ-099(건설업 특례) 적용 시 시공능력평가액/연평균 공사금액 중 유리한 쪽 선택 가능 — REQ-099에 종속된 세부조항.,8,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
07af9b1c-7266-4781-8f4d-3e230340d607,134599d2-5738-4f11-b823-152291504734,근속자 특례,,TEXT,INFORMATIONAL,,,"(근속자 특례) 현재 비전문취업(E-9) 또는 선원취업(E-10) 외국인을 고용하고 있는 기업은 내국인 고용인원이 없더라도 현재 근무 중인 외국인(E-9, E-10)이 지역특화형 숙련기능인력(E-7-4R) 전환하는 경우, 인구감소관심지역은 1명, 인구감소지역은 2명 허용",,,,내국인 고용인원이 0명이어도 허용되는 별도 경로(REQ-098 기본규칙과 별개). REQ-102는 이 특례의 업종별 추가 완화.,9,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
ce918998-4485-46fb-b5b5-cd8ec33a4fcd,134599d2-5738-4f11-b823-152291504734,근속자 특례 업종 추가완화,,TEXT,INFORMATIONAL,,,"단, 인구감소관심지역이더라도 뿌리산업, 농축어업은 2명 허용",,,,REQ-101(근속자 특례) 중 뿌리산업·농축어업 종사 기업에 대한 추가 완화 조항.,10,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
17709673-04ed-465c-92e1-d08a2ee8e769,134599d2-5738-4f11-b823-152291504734,E-7-4 동시고용 특례(71명 초과),,NUMERIC,INFORMATIONAL,GT,71,"(E-7-4와 E-7-4R 동시 고용) 인구감소지역 소재 기업 또는 뿌리기업, 농림축산어업체에서 내국인 고용인원이 71명을 초과하는 경우 등 「숙련기능인력(E-7-4) 체류관리 지침」 적용이 사업장에게 더 유리한 경우 숙련기능인력(E-7-4) 허용인원 기준(내국인 고용인원의 50% 이내) 적용",명,,,v1의 '71명 초과'/'135명 이상'(REQ-115) 두 조건을 개별 행으로 분리함(원문에 '또는'으로 명시).,11,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
c7fd1b63-c954-4ea5-ad99-269ec5a3c43a,134599d2-5738-4f11-b823-152291504734,E-7-4 동시고용 특례(135명 이상),,NUMERIC,INFORMATIONAL,GTE,135,(E-7-4와 E-7-4R 동시 고용) 인구감소(관심)지역에서 내국인 고용인원이 135명 이상인 경우 등 「숙련기능인력(E-7-4) 체류관리 지침」 적용이 사업장에게 더 유리한 경우 숙련기능인력(E-7-4) 허용인원 기준(내국인 고용인원의 50% 이내) 적용,명,,,v1의 '71명 초과'(REQ-103)/'135명 이상' 두 조건을 개별 행으로 분리함(원문에 '또는'으로 명시).,12,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,8,2026-08-25
82978fc6-a68a-4a5c-bd66-f27436818ecc,20fb04be-6cbd-4b40-9af3-09fc1265e50e,고용주 출입국관리법 결격사유 미해당,,EXISTENCE,MANUAL,,,고용주가 출입국관리법 시행규칙 제17조의3제2항 각호에 해당하지 않을 것,,,,"[각주 병합: REQ-105] 관할 출입국·외국인관서는 「외국인 불법고용주 등에 대한 사증발급인정서 발급 등 제한 세부 기준」 준용하여 고용주 요건 심사 — REQ-104 결격사유의 심사 절차 설명, 별도 조건 아님. REQ-107은 이 결격사유의 시행일 이전 적발 건 한시 면제 예외조항.",2,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-25
2050f835-f9e7-495e-a39e-57b8d66dfd4e,20fb04be-6cbd-4b40-9af3-09fc1265e50e,고용업체 국세·지방세 체납 없음,employer.tax_delinquency_status,EXISTENCE,AUTOMATED,NOT_EXISTS,,"(적용) 고용업체에 세금(국세, 지방세) 체납 사실이 있는 경우 제외함",,,,,3,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-25
2a85408f-1106-4c54-952f-f94ee5dbbc42,20fb04be-6cbd-4b40-9af3-09fc1265e50e,시행일 이전 적발 불법고용 한시면제,,EXISTENCE,MANUAL,,,"(특례) 신규 도입이 아닌 기존 근로자에 대한 조치이므로 시행일 이전 적발 불법고용 전력 등에 따른 고용제한 면제 — 「외국인 불법고용주 등에 대한 사증발급인정서 발급 등 제한 기준」(체류관리과-5726, '23.7.26.)의 적용을 K-point E74 시행일('23.9.25) 이전 적발 건에 한 해 한시적 면제(시행일 이후 적발 건은 기존대로 정상 적용)",,,,REQ-104(고용주 출입국관리법 결격사유)의 예외조항 — 시행일 이전 적발 건 한정 한시 면제.,4,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-25
e9fea9f5-eb88-4ffb-bc88-8161a941085c,5bbca1e1-2ab1-484a-be97-0d1b61219690,체류기간 산정(최대 2년1개월),,TEXT,INFORMATIONAL,,,(체류기간) 최대 2년 1개월 범위 내에서 '근로계약기간 + 1개월' 부여,,,,최초 신청 요건이 아니라 승인 후 부여되는 체류기간 산정방식.,0,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-25
709ad6bc-f07b-4f64-acf0-21dd948f84d2,5bbca1e1-2ab1-484a-be97-0d1b61219690,허가조건 거주지 유지의무(3년),,NUMERIC,INFORMATIONAL,GTE,3,(허가조건) 체류자격을 받은 날로부터 3년 이상 추천지역(인구감소지역 또는 인구감소관심지역)에서 거주하면서 취업활동을 하고자 할 것,YEAR,,,최초 신청 요건이 아니라 승인 후 유지의무 — F-4-R 허가조건(거주지 유지의무) INFORMATIONAL 분류와 동일 패턴. REQ-110(단서)은 이 3년 거주요건에 대한 예외조항 — 2년 경과 후에는 동일 광역자치단체 내 인구감소지역 시군으로 이주해도 허가조건 위반 아님.,1,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-25
d8f312a0-9884-4df9-a521-2d3bb4b8d47b,5bbca1e1-2ab1-484a-be97-0d1b61219690,거주지 유지의무 예외(2년 경과 후 이주),,TEXT,INFORMATIONAL,,,"단, 2년 이후 동일 광역자치단체 내 인구감소지역 시군으로 이주 가능",,,,REQ-109(3년 이상 추천지역 거주요건)에 대한 예외조항. 대체(OR) 경로가 아니라 원칙에 대한 완화조건.,2,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,9,2026-08-25
cecbc5cf-ab3a-4eb4-8e55-1a08fcb9a6c3,e58b9d69-8670-4013-8eb5-c3d044bbf464,"전환 후 계약연봉 일반(2,600만원 이상)",applicant.contract_annual_salary_manwon,NUMERIC,AUTOMATED,GTE,2600,"지역특화 숙련기능인력(E-7-4R)으로 자격변경이 되면 지급 예정 연봉이 2,600만원 이상이 되는 것으로 고용계약이 되어 있을 것",만원,,,원문상 '점수제 심사' 섹션 안에 있으나 점수표가 아니라 실제 계약 연봉 자격요건이라 current_requirements.csv에 포함됨. REQ-117(농축산업·어업·내항상선 예외)과 OR 관계.,0,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,5,2026-08-25
164c975e-67e7-431f-85c7-79540f6b00e5,e58b9d69-8670-4013-8eb5-c3d044bbf464,"전환 후 계약연봉 농축산업·어업·내항상선 예외(2,500만원 이상)",applicant.contract_annual_salary_manwon,NUMERIC,AUTOMATED,GTE,2500,"지역특화 숙련기능인력(E-7-4R)으로 자격변경이 되면 지급 예정 연봉이 농·축산업, 어업·내항상선 종사자는 2,500만원 이상이 되는 것으로 고용계약이 되어 있을 것",만원,,,REQ-116과 같은 조항의 농축산업/어업/내항상선 예외 케이스를 분리함. REQ-116(일반)과 OR 관계.,1,2026-01-12,2026-09-18,d3c64f30-9c86-4459-93d5-bfbb02863e5c,5,2026-08-25
